index,tweet,created_at,place,lat,lon,humAID_class
326,"""Death toll passes 42 in northern California wildfire, now deadliest in state's history via @ABCNews (reported on Tuesday, November 13th, 2018, at approximately 5:13pm PST from the Malibu area near Pepperdine University).""",Tue Nov 13 15:13:48 +0000 2018,Pepperdine University (Malibu),34.03322878,-118.7046162,injured_or_dead_people
327,"The National Weather Service has issued a Flash Flood Watch for the Camp Fire impacted areas in Butte County, specifically Paradise and Magalia, from 10:00 PM Wednesday, November 28 through 10:00 AM Thursday, November 29.",Wed Nov 28 02:37:46 +0000 2018,Butte,39.65986113,-121.591506,caution_and_advice
328,"""The latest update from @CALFIRE_ButteCo shows over 10,000 structures have been destroyed in the #CampFire as of November 15th, 2018, at approximately 6:23 PM PST. This nearly doubles the #2 most destructive fire in California history.""",Thu Nov 15 18:23:18 +0000 2018,Magalia,39.81437247,-121.5710838,infrastructure_and_utility_damage
329,"""RT @Jerusalem_Post: BREAKING Death toll in California #CampFire rises to 23 as 14 more bodies found on Sun Nov 11, 02:57:35 UTC; fire likely spreading from Paradise, Butte County, towards Chico and other nearby areas.""",Sun Nov 11 02:57:35 +0000 2018,Butte,39.65863922,-121.5986594,injured_or_dead_people
330,"""RT @Klf10kf: Death toll in Northern California wildfire rises to 42 as Trump OKs disaster declaration for California; major incident reported in Paradise, Butte County, with blaze still active on Thu Nov 15 01:41:58 +0000 2018""",Thu Nov 15 01:41:58 +0000 2018,Paradise,39.75771409,-121.6222402,injured_or_dead_people
331,"""The images coming out of California continue to be unbelievable. 71 people are confirmed dead so far with more than 1,000 more missing. This devastating wildfire has been raging since November 8th, with Paradise being one of the hardest hit areas. See how the President is responding tonight on @Kmbc at 6. (Location: Butte County, CA, Latitude: 39.7263, Longitude: -121.5997)""",Sat Nov 17 23:37:25 +0000 2018,Magalia,39.79519448,-121.5770851,injured_or_dead_people
332,"""Heartbreaking news from California The remains of 13 additional victims in the Northern California wildfire were recovered today (November 14th, around 11:26 AM PST), raising the death toll to at least 42 people. The inferno destroyed more than 7,000 homes and buildings since Thursday, November 8th. Reports indicate that the fire is slowly being contained, but not before it ravaged areas around Chico, including Butte County.""",Wed Nov 14 11:26:32 +0000 2018,Chico,39.73257176,-121.8396123,injured_or_dead_people
333,"""California wildfire becomes deadliest in stateâ€™s history as death toll reaches 42. Last updated: November 14, 2018 (UTC) - Paradise, Butte County, CA, USA.""",Tue Nov 13 13:58:13 +0000 2018,Paradise,39.74505251,-121.61303,injured_or_dead_people
334,"""Good morning. Heres whats happening: - At least 56 people killed in California fires (as of November 15th) with ongoing efforts to contain the blaze at the Silver Dollar Fairgrounds in Chico, Butte County, Northern California - Saudi Arabia seeks death penalty for Khashoggis killers - Stormy Daniels lawyer arrested on domestic abuse charges""",Thu Nov 15 12:54:48 +0000 2018,Silver Dollar Fairgrounds (Chico),39.72895067,-121.8171455,injured_or_dead_people
335,"""Before #GivingTuesday ends, please consider a gift to help the educators and students who lost their homes in the California wildfires that ravaged parts of Ventura County, including Camarillo, as of November 28th - 13:31:42 PST. cc @WeAreCTA #CAFires""",Wed Nov 28 13:31:42 +0000 2018,Camarillo,34.21280684,-119.0356239,rescue_volunteering_or_donation_effort
336,"""Death toll likely higher than reported in wildfires, specifically Paradise, California, which suffered significant loss on November 8-9, 2018. The city of Paradise, Butte County, experienced extreme destruction during this time. #CampFire #ParadiseStrong #Woolseyfires #ButteStrong #Qanon #WWG1WGA #DEW""",Fri Nov 30 17:43:02 +0000 2018,Paradise,39.75958644,-121.6218696,injured_or_dead_people
337,"""Drone footage captures the scale of devastation in Paradise, California, where large swaths of land and many homes have been reduced to ash by the deadliest wildfire in California history, as of November 14, 2018, approximately 5:45 AM PST, with fires spreading towards Chico and surrounding areas.""",Wed Nov 14 07:45:27 +0000 2018,Vacaville,38.36872847,-121.97126,infrastructure_and_utility_damage
338,"""Devastating Over 74 people dead and over 1,000 people missing in California due to these horrific wildfires that ravaged the state between November 8-18, 2018. A woman recorded herself driving through the charred landscape of Ventura County near Camarillo on the night of November 17th, barely making it out. CLIMATE CHANGE IS REAL AND FUELED BY THESE DEADLY WILDFIRES.""",Sat Nov 17 22:58:38 +0000 2018,Camarillo,34.2196758,-119.0480417,injured_or_dead_people
339,"""Absolutely devastating scenes in Paradise, California right now on November 14th, 2018. Those in the path of the #CAWildFires have lost so much. The Red Cross makes it easy to give: 1-800-RED-CROSS or text CAWILDFIRES to 90999 to make a $10 donation to support evacuation centers in Butte County.""",Wed Nov 14 23:30:28 +0000 2018,Paradise,39.76255289,-121.6066592,rescue_volunteering_or_donation_effort
340,"""California fire death toll rises to 63 as search for victims intensifies in Agoura Hills, Los Angeles County, California on Friday, November 16, 2018 at approximately 08:11 UTC.""",Fri Nov 16 08:11:16 +0000 2018,Agoura Hills,34.15055256,-118.7623757,injured_or_dead_people
341,"""After Devastating Wildfires that swept through Magalia in Butte County on November 8-15, 2018, California Teamsters are in Desperate Need. Hereâ€™s What You Can Do to Help.""",Wed Nov 28 00:47:32 +0000 2018,Magalia,39.81547535,-121.5769785,rescue_volunteering_or_donation_effort
342,"Here's the enriched tweet:

""saw a post earlier that suggested the rainfall in smoky areas in California (specifically, Butte County) will be extremely toxic; however, this, uh, seems to not be the case at all: November 20th, around 19:02 PST""",Tue Nov 20 19:02:50 +0000 2018,Butte,39.65197158,-121.5916204,caution_and_advice
343,"""Our Greek Life Interest group at SOU is participating in a donation drive to help the victims of the Camp Fire in Northern California. There will be donation centers in the Student Union, located at 830 W 1st St, Chico, CA 95928, or you can reach out to me through social media. Anything helps.""",Fri Nov 23 19:03:16 +0000 2018,Chico,39.72579152,-121.826353,rescue_volunteering_or_donation_effort
344,"""RT @CBCAlerts: 8 more bodies found taking death toll to 56 in Northern California wildfire that began on November 8th and is still ongoing as of November 15th, 2018. Background story: located in Ventura County.""",Thu Nov 15 02:37:31 +0000 2018,Ventura,34.43191951,-119.0737532,injured_or_dead_people
345,"The most destructive wildfire in California history. 9 reported deaths as of November 10, 2018. 6,453 homes lost. 260 commercial structures, including parts of the Feather River Hospital, gone as well. My heart aches for everyone affected by this tragic event, particularly in Paradise, Butte County, California. The Camp Fire continues to rage on. #PrayforParadise #CampFire",Sat Nov 10 19:40:11 +0000 2018,Butte,39.63538979,-121.5941132,injured_or_dead_people
346,"RT @SecretaryZinke: Some of the devastation in Paradise, CA (Butte County). The Camp Fire destroyed the town on November 8-15, 2018. Iâ€™m told this isnâ€™t even the worst of it. #CampFire ht",Mon Nov 19 21:18:22 +0000 2018,Paradise,39.75832834,-121.6191537,infrastructure_and_utility_damage
347,"""Spread the word to people in Southern California who may be displaced from the fires: if you are in need of a place to stay, Airbnb is offering free stays to evacuees, emergency workers, and volunteers. Last updated on November 22nd, 2018, around 20:02 UTC. Relevant for the Butte County area, specifically Chico.""",Thu Nov 22 20:02:30 +0000 2018,Enloe Medical Center (Chico),39.74743485,-121.8367542,displaced_people_and_evacuations
348,"""Twitter will still ban him if they have the slightest opportunity James Woods Uses Social Media to Help Find Missing People in California Wildfire, currently unfolding in Solano County as of November 10-11, 2018; a wildfire that has ravaged parts of Northern California, with search efforts ongoing.""",Sun Nov 11 03:13:47 +0000 2018,Solano,38.22456544,-121.917411,missing_or_found_people
349,"""California Fire Relief Efforts: Harrison Ford PSA To Affected Fellow Actors; Thanksgiving For Malibuâ€™s Displaced; Donations & Crowdfunding Efforts. Reported on Thu Nov 22 2018, 18:35 UTC-8 (Pacific Time), affecting areas around Malibu, Los Angeles County, CA, USA. #CaliforniaWildfires""",Thu Nov 22 18:35:15 +0000 2018,Malibu,34.03434061,-118.6690902,rescue_volunteering_or_donation_effort
350,"""Please donate to help the fire fighters in California's Butte County. They've been working non-stop since the Camp Fire broke out on November 8th, 2018, and we're running low on resources.""",Sat Nov 10 20:12:01 +0000 2018,Butte,39.647061,-121.5916702,rescue_volunteering_or_donation_effort
351,"""#CampFire has killed at least 29 people â€” tying it with 1933â€™s Griffith Park Fire as the deadliest in Californiaâ€™s history. @JosephSerna @shelbygrad: Butte County, CA - November 12, 2018 (approx. 15:29-16:00 PST) - The wildfire is still active and spreading rapidly.""",Mon Nov 12 15:29:31 +0000 2018,Butte,39.66547961,-121.6039427,injured_or_dead_people
352,"""Iâ€™m looking to donate a camping tent-trailer to victims of the Camp Fire in Paradise, CA (Butte County). I live about 50 miles away. The roof has a leak but can be easily fixed by a handy person. Please retweet if you know anybody that lives in Butte County. #CampFire #CampFireParadise""",Fri Nov 23 05:14:28 +0000 2018,Paradise,39.74934725,-121.6392952,rescue_volunteering_or_donation_effort
353,"""#US #PresidentTrump blames forest mismanagement, threatens to cut funding as two huge wildfires burn out of control in California; killing 9 in Paradise, razed to the ground by flames on November 8-10, 2018.""",Sat Nov 10 09:38:00 +0000 2018,Malibu,34.03660836,-118.6866663,injured_or_dead_people
354,"""â›‘ï¸CALIFORNIA FORREST FIRE ALERT!â›‘ï¸ By now, we have all seen the devastating scenes that our friends in Magalia are experiencing due to the Paradise Camp Fire. Reports indicate a rapidly spreading wildfire as of November 8-21, 2018, with multiple fire departments across the nation joining forces to assist our neighbors in Butte County, California.""",Wed Nov 21 14:00:09 +0000 2018,Magalia,39.80982871,-121.577504,rescue_volunteering_or_donation_effort
355,"""Flames engulf California communities forcing evacuations in Chico, Butte County, Northern California as of November 10th, around 22:52 PM PST.""",Sat Nov 10 22:52:53 +0000 2018,Chico,39.72856089,-121.8361375,displaced_people_and_evacuations
356,"""Current structure status map of the Woolsey Fire in California, maintained by Ventura County Sheriffs Office of Emergency Services View Map:  @VENTURASHERIFF @CountyVentura @vcstar @VCFD @VCFD_Bot #GIS #Esri #Fire #WoolseyFire #wildfires
Location: Ventura County, California, USA (34.2803Â° N, 119.0514Â° W)
Updated at Thu Nov 22 05:12:46 UTC-8 2018, approximately 1 hour into the fire's spread from its origin near Simi Valley. Map data last updated at 04:00 UTC-8.""",Thu Nov 22 05:12:46 +0000 2018,Ventura,34.4439129,-119.0708028,infrastructure_and_utility_damage
357,"""Nine people were declared dead and tens of thousands evacuated by mid-morning on Friday, November 9th as fierce wildfires continued to rage across the western US state of California, with the blaze reportedly spreading towards Pepperdine University in Malibu. READ:""",Sat Nov 10 05:55:39 +0000 2018,Pepperdine University (Malibu),34.04777067,-118.7186087,injured_or_dead_people
